tic_id,toi_id,Disposition,RA,Dec,Tmag,Epoc,Period,Duration,Transit_Depth,Sectors,camera,ccd,star_rad,star_mass,teff,logg,SN,Qingress,Ilabel,a,objType,disp_J,disp_E,disp_N,disp_S,user_ch,flag_ch,user_av,flag_av
100196036,0.01,J,299.783344093,-52.328823587399995,9.482000000000001,1655.679968,26.588318,7.510668068640001,204300.0,20,-1,-1,2.43893,1.22,6258.0,3.75003,125.89503,0.23436,False,63.578775658505094,STAR,0,1,1,0,1.0,N,0.0,E
101179364,0.01,J,299.924628182,-52.976065127700004,10.5778,1654.101305,1.488668,3.1397794521600004,245830.00000000003,20,-1,-1,1.16054,0.86,5119.0,4.24324,225.09241,0.45225,False,8.281258849233199,STAR,0,1,0,0,1.0,E,,
101231357,0.01,J,300.034905729,-50.216709735900004,6.2529,1659.625532,5.1919309999999985,5.47520275536,460.0,20,-1,-1,16.494,,4495.0,,9.76973,0.20551,False,20.027077665827985,STAR,1,0,0,0,1.0,J,,
101232301,0.01,J,300.159946673,-49.8607833233,11.386,1656.178744,2.51769,5.399538681600001,640.0,20,-1,-1,12.6901,,4510.4,,10.85334,0.22188,True,12.36136633786165,STAR,0,0,0,1,1.0,J,,
101233032,0.01,J,300.29380966,-49.1510274642,10.6242,1656.127072,0.6389050000000001,2.1763148796000005,5630.0,20,-1,-1,1.76791,1.34,6527.9,4.07025,23.09903,0.06833,False,5.462491380239592,STAR,0,1,0,0,1.0,E,,
101233251,0.01,J,300.248145804,-53.4219252665,8.652999999999999,1656.6217,7.793511,3.4771528677599997,980.0,20,-1,-1,10.3619,,4807.4,,9.26353,0.23298,False,26.255507004076424,STAR,0,0,1,0,1.0,N,,
101234184,0.01,J,300.267103449,-53.6239182006,8.6326,1654.0188970000006,0.341446,4.194131454240002,7659.999999999999,20,-1,-1,1.63664,1.6,7161.0,4.2142800000000005,45.62345,-0.62692,False,3.8163920962706888,STAR,1,0,0,0,1.0,J,,
101272600,0.01,J,300.847134336,-52.419339870200005,8.6411,1654.453364,0.768529,0.12985065984000002,2290.0,20,-1,-1,22.3288,,4205.06,,10.44795,0.18745,True,5.6040905932854645,STAR,0,0,0,1,1.0,J,,
101273096,0.01,J,300.751744306,-51.310014699899995,11.3269,1654.271865,0.7303350000000001,2.9063243124,1460.0,20,-1,-1,10.2653,,4791.0,,14.42229,0.04896,True,5.416844682797947,STAR,0,0,0,1,1.0,J,0.0,J
101273169,0.01,J,300.848379207,-50.498914302399996,10.8626,1654.10166,1.171307,4.566129504239999,290.0,20,-1,-1,10.7717,,4913.4,,10.87378,0.27979,True,7.421849322581989,STAR,0,0,0,1,,,0.0,J
101309914,0.01,J,300.94351033,-48.1921293958,9.7403,1656.311348,3.616107,3.6945041997600003,470.00000000000006,20,-1,-1,10.029,,4798.0,,10.36895,0.21064,False,15.735932684584483,STAR,1,0,0,0,1.0,J,,
101311292,0.01,J,300.980485031,-50.4694663355,11.0014,1659.271445,9.803194,2.7880283736,610.0,20,-1,-1,1.29726,1.41,6662.0,4.36124,9.49129,0.16777999999999998,False,34.307026365753906,STAR,0,2,0,0,1.0,E,0.0,E
101313393,0.01,J,301.130762639,-53.8717210996,10.8457,1655.888616,1.0146,3.808889568,171260.0,20,-1,-1,2.09144,1.41,6678.0,3.94639,648.8652599999998,0.41959,False,7.5625440412579295,STAR,0,1,0,0,1.0,E,,
101313813,0.01,J,301.175368233,-50.744629851199996,9.4308,1655.827026,0.290294,1.75381700688,3000.0,20,-1,-1,1.8497,1.29,6417.0,4.01445,42.37453,0.42117,False,3.1877695445712857,STAR,0,1,0,0,1.0,E,,
101356840,0.01,J,301.226977245,-50.2508729865,10.9914,1655.436298,1.868529,3.1557212575200007,180.0,20,-1,-1,52.4047,,3764.0,,9.72844,0.20795,True,10.132848179852683,STAR,0,0,0,1,1.0,N,0.0,N
101356973,0.01,J,301.092207273,-49.641137745600005,9.3504,1654.696953,1.87964,5.120139360000001,160.0,20,-1,-1,18.2817,,4483.2,,9.37643,0.17,True,10.172977711299774,STAR,0,0,0,1,1.0,J,,
101404344,0.01,J,301.408608353,-50.1040107749,10.8236,1654.335415,0.6511680000000001,1.7800328448000002,1560.0,20,-1,-1,1.67429,1.54,7003.0,4.17793,15.71426,0.05703,False,5.7947394610941565,STAR,0,1,0,0,1.0,E,,
101427252,0.01,J,301.597656937,-52.521554340600005,7.4212,1669.56229,13.903789000000002,3.46704882504,25610.0,20,-1,-1,0.980795,1.0,5656.0,4.45491,19.05124,0.23712,False,38.62072476359539,STAR,1,0,0,0,,,0.0,J
101429166,0.01,J,301.48275994700003,-50.6048161629,8.7877,1655.744608,0.2271,0.514844784,6370.000000000001,20,-1,-1,3.16818,1.9,7930.0,3.7152,10.30785,0.21316,True,3.0793633063257078,STAR,0,0,0,1,1.0,J,,
101429395,0.01,J,301.496788945,-49.5195158768,9.3508,1656.302582,1.7486279999999998,0.34622834399999997,1020.0,20,-1,-1,23.8856,,4180.0,,11.47948,0.3577,True,9.694600700422237,STAR,0,0,0,1,,,0.0,J
101431054,0.01,J,301.540352992,-49.4926806987,11.14,1669.582288,13.903788,1.64509619616,44590.0,20,-1,-1,25.9235,,4929.0,,17.11298,0.4058,False,38.62072291178721,STAR,1,0,0,0,1.0,J,,
101431803,0.01,J,301.571783393,-48.7094154176,8.0924,1654.518551,0.712279,3.0837122114400017,470.00000000000006,20,-1,-1,8.51908,,4999.96,,10.9369,0.12765,True,5.327192627184945,STAR,0,0,0,1,,,0.0,J
101452688,0.01,J,301.749993508,-48.626775949700004,11.2539,1654.191667,2.7382,5.5504409279999996,570.0,20,-1,-1,10.6198,,4572.0,,13.30411,0.46513,False,13.072994687731445,STAR,1,0,0,0,1.0,J,,
101453503,0.01,J,301.699867894,-52.5049150925,8.8827,1655.683304,13.856267,3.11267181888,1710.0000000000002,20,-1,-1,132.317,,3581.0,,13.116370000000002,0.25131,True,38.53267292981505,STAR,0,0,0,1,1.0,J,,
101453981,0.01,J,301.686837097,-53.3134080003,10.8881,1655.601602,0.23335,0.08030973599999999,1300.0,20,-1,-1,19.559,,4327.5,,9.21005,0.14733,True,2.5316491044966383,STAR,0,0,0,1,1.0,J,,
101509898,0.01,J,301.846497051,-52.8807827557,3.2942,1654.911443,3.995915,8.009731699200001,4560.0,20,-1,-1,1.68334,1.55,7022.0,4.17606,14.36464,0.38544,False,19.46493842946541,STAR,1,0,0,0,1.0,J,,
101511203,0.01,J,301.830171578,-51.450389164099995,7.843,1656.931041,3.4135720000000003,3.8832795072,430.0,20,-1,-1,10.9192,,4845.0,,9.25331,0.21819,False,15.142736050045047,STAR,1,0,0,0,1.0,J,,
101511934,0.01,J,302.261059099,-53.4097636568,9.5686,1655.80207,0.223628,0.4772400422400001,3410.0000000000005,20,-1,-1,3.23053,1.89,7895.0,3.695980000000001,10.60617,0.23636,True,3.0425404572224313,STAR,0,0,0,1,1.0,J,,
101511943,0.01,J,302.467994787,-48.5748654692,10.4214,1655.92553,12.329269,2.4145640409599998,8579.999999999998,20,-1,-1,24.7856,,4613.0,,17.37351,0.29331,False,35.64701695551643,STAR,2,0,0,0,1.0,J,0.0,J
101541083,0.01,J,302.84827948,-48.379407938,8.7172,1654.278568,0.6275569999999999,1.4972505928799995,1170.0,20,-1,-1,22.4534,,4663.9,,10.0032,0.21842,True,4.89591376215,STAR,0,0,0,1,1.0,J,,
101542311,0.01,J,302.82718866700003,-51.3352861398,11.4027,1654.4799779999994,1.547696,4.4870802432,280.0,20,-1,-1,12.5464,,4664.2,,11.34121,0.35928000000000004,True,8.93693804878052,STAR,0,0,0,1,1.0,J,0.0,J
101542856,0.01,J,302.710004415,-52.0520446719,9.8682,1654.864679,0.870613,2.7593556667199994,940.0,20,-1,-1,10.5352,,5181.0,,16.95835,0.3428,True,6.089968867159739,STAR,0,0,0,1,1.0,N,,
101543501,0.01,J,302.7078850000001,-52.052059,9.066,1654.070937,0.253946,3.1282896691200004,3250.0,20,-1,-1,1.15877,1.04,5787.6,4.32711,81.20743,-1.65586,False,2.7137531341852794,STAR,1,0,0,0,1.0,J,,
101544662,0.01,J,302.937361,-50.281745,11.238,1654.189223,0.417835,5.233433515200001,5830.0,20,-1,-1,0.6703180000000001,0.65,4181.0,4.59842,25.56709,-1.05784,False,3.233746488297447,STAR,1,0,0,0,1.0,J,,
101544904,0.01,J,303.059143631,-49.6966746895,9.9394,1654.373903,0.481029,0.74093858928,5000.0,20,-1,-1,3.54978,,7366.0,,11.51726,0.19807,False,4.10058495297678,STAR,1,0,0,0,1.0,J,,
101621210,0.01,J,303.16727014599996,-50.4497192048,11.0042,1655.834548,13.222109,9.272400599520001,3770.0000000000014,20,-1,-1,11.2505,,4518.0,,19.21691,0.26632,False,37.347837683493424,STAR,1,0,0,0,1.0,J,,
101622188,0.01,J,303.42359800099996,-53.432536990100004,8.8566,1656.022626,2.97793,4.1903048616000005,470.00000000000006,20,-1,-1,12.3592,,4596.4,,9.30881,0.2118,False,13.825302119045016,STAR,1,0,0,0,1.0,J,,
101622280,0.01,J,303.379802819,-52.3630386587,8.9491,1657.589683,10.919975,8.174256486,290.0,20,-1,-1,0.916817,0.95,5438.41,4.491230000000002,9.02263,0.20545,False,32.318704109995515,STAR,1,0,0,0,1.0,J,,
101691477,0.01,J,303.46062440599997,-48.6861926661,11.1381,1654.146454,0.258807,1.4895481600799998,335669.99999999994,20,-1,-1,0.949057,0.87,5141.0,4.423,48.58067,0.43455,False,2.5895367009387606,STAR,0,1,0,0,1.0,E,,
101691917,0.01,J,303.455847848,-50.2857227259,7.7057,1654.169409,0.268529,1.3912809724800002,830.0000000000001,20,-1,-1,,,,,32.38409,-0.06079,False,2.7800915879599972,STAR,0,1,0,0,1.0,E,,
101693153,0.01,J,303.46142799999996,-50.306668,11.196,1654.361694,0.37964,2.056433952,18630.0,20,-1,-1,2.11289,1.26,6359.0,3.88869,29.22285,-0.13745,False,3.782420414167412,STAR,1,0,0,0,,,0.0,J
101695517,0.01,J,303.573376125,-50.6772780444,11.3475,1654.277409,14.55146,3.2129623680000003,10050.0,20,-1,-1,1.0064,,4745.3,,15.77968,0.19299,False,39.810963382560075,STAR,1,0,0,0,1.0,J,,
101695924,0.01,J,303.490245325,-51.7531428299,10.9202,1657.688519,4.5812300000000015,3.9944660616000007,4890.0,20,-1,-1,11.9455,,4646.3,,44.34721,0.37149,False,18.424103781033672,STAR,0,1,0,0,1.0,E,,
101696844,0.01,J,303.529597223,-53.1182948195,11.2637,1655.844543,0.915294,0.2339491464,4600.0,20,-1,-1,17.5229,,4647.9,,11.25183,0.21139,True,6.29658954981366,STAR,0,0,0,1,,,0.0,J
101734663,0.01,J,303.619737594,-53.9631011504,9.7258,1658.447602,13.603376,4.858037637120001,6320.0,20,-1,-1,1.1801,1.03,5773.4,4.30707,10.10791,0.39935,False,38.439274626595065,STAR,1,0,0,0,,,0.0,J
101735431,0.01,J,303.745428191,-49.8086073083,8.1684,1654.231617,15.877973,4.0203027636,3760.0000000000014,20,-1,-1,18.9592,,4747.0,,14.32793,0.46722,False,42.19506692248085,STAR,1,0,0,0,1.0,J,,
101739251,0.01,J,303.96496002599997,-50.6863414932,11.0996,1656.108928,2.475186,3.80723209776,709.9999999999999,20,-1,-1,12.0226,,4504.3,,12.39263,0.35837,False,12.22184769139226,STAR,1,0,0,0,1.0,J,,
101777121,0.01,J,303.864462806,-51.140783075,11.2019,1655.925897,13.752471,3.1289622019200003,18650.0,20,-1,-1,7.208769999999999,,4617.0,,15.881620000000002,0.02423,False,38.340002115144465,STAR,1,0,0,0,1.0,J,,
101777732,0.01,J,303.791207577,-53.4111436155,9.2278,1656.307791,3.08517,0.8041187088000001,20030.000000000004,20,-1,-1,2.46776,1.1,5972.0,3.69486,14.59418,0.27942,False,14.612188591587367,STAR,1,0,0,0,1.0,J,,
101777834,0.01,J,303.98812987900004,-50.7259801625,11.1414,1656.275915,11.310057,2.1851030124,950.0,20,-1,-1,26.9754,,4071.0,,9.59374,0.23057,False,33.65437294206175,STAR,1,0,0,0,,,0.0,J
101779072,0.01,J,304.21639196900003,-50.8011665546,11.1076,1654.042723,14.715045000000002,2.6275184352000007,7790.000000000001,20,-1,-1,1.68148,1.27,6380.7,4.09049,10.26047,0.28384000000000004,False,43.4350784892237,STAR,1,0,0,0,1.0,J,,
101780630,0.01,J,304.45997289400003,-52.121400243900005,10.4917,1654.505379,0.647001,1.99333244088,640.0,20,-1,-1,,,4810.0,,9.74487,0.1438,False,4.996527421712301,STAR,1,0,0,0,1.0,J,,
101781104,0.01,J,304.467297598,-50.909488495299996,11.1776,1654.050883,0.240751,2.39718659712,520.0000000000001,20,-1,-1,0.994468,0.94,5422.8,4.41601,36.35462,-0.95991,False,2.5321319024263564,STAR,1,0,0,0,1.0,J,,
101822174,0.01,J,304.61570393700003,-50.767322477200004,11.397,1654.266492,14.222215,4.867410861600001,15350.0,20,-1,-1,3.21854,,4853.2,,16.12001,0.1785,False,39.2081604781635,STAR,1,0,0,0,1.0,J,,
101879492,0.01,J,285.051335245,-29.2268359332,10.5863,1654.3127869999994,14.111619,12.473542266480004,4270.0,20,-1,-1,8.438130000000001,,4579.5,,12.14594,0.03364,False,39.0046335669311,STAR,1,0,0,0,1.0,J,,
101882434,0.01,J,285.18591592900003,-29.964409932600002,10.8627,1654.287087,7.7623039999999985,6.388065699839999,9500.0,20,-1,-1,5.5877300000000005,,4903.0,,82.43361999999998,0.3445,False,26.185371443263502,STAR,0,1,0,0,,,0.0,E
101883233,0.01,J,285.413737888,-29.2015492747,10.0118,1654.429165,14.194456,5.641444592639999,16960.0,20,-1,-1,7.224310000000001,,4602.5,,13.483529999999998,0.43547,False,39.15712606076243,STAR,1,0,0,0,1.0,J,,
101911850,0.01,J,285.62180672200003,-29.4931141613,10.0333,1654.467697,14.456354,4.9787683176,5679.999999999999,20,-1,-1,22.8909,,4469.0,,12.92225,0.18469,False,39.637308509476576,STAR,1,0,0,0,1.0,J,,
101912297,0.01,J,285.72750346,-29.1427198421,9.14298,1654.647063,2.446597,6.195370787280001,1380.0000000000002,20,-1,-1,2.0709,2.89,11065.0,4.26665,17.9117,0.348,False,17.27451570954195,STAR,1,0,0,0,1.0,J,,
